Event ID,Event Date,Event Type,Event Mode,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor COW,Primary Actor Sector,Actor Sectors,Actor Title,Actor Name Raw,Wikipedia Actor ID,Recipient Name,Recipient Country,Recipient COW,Primary Recipient Sector,Recipient Sectors,Recipient Title,Recipient Name Raw,Wikipedia Recipient ID,Placename,City,District,Province,Country,Latitude,Longitude,GeoNames ID,Raw Placename,Feature Type,Source,Publication Date,Story People,Story Organizations,Story Locations,Language,Version
20240207-4977-454fe0bc6611_THREATEN,2024-02-07,THREATEN,None,-3.50,VERBAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,Rafah,None,Agence France Presse,2024-02-07,Antony Blinken | Osama Hamdan | Benjamin Netanyahu | Netanyahu ,State | Hamas ,Tel Aviv | Beirut | United States | Rafaḩ | State of Israel | Gaza Strip ,English,NGEC_coder-Vers001-b1-Run-001
20240207-9113-1bfe00caaf0f_SANCTION,2024-02-07,SANCTION,None,-6.00,MATERIAL CONFLICT,terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,Gaza Strip,None,路透社-中文新闻 (简体),2024-02-07,Benjamin Netanyahu | Antony Blinken | Blinken | Osama Hamdan | Sami Abu Zuhri | Netanyahu ,State | Hamas ,United States | State of Israel | Gaza Strip | Tel Aviv ,Chinese,NGEC_coder-Vers001-b1-Run-001
20240207-1130-b9b23a77493d_REQUEST,2024-02-07,REQUEST,None,0.00,VERBAL CONFLICT,diplomatic | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Israeli Prime Minister Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Cairo,Cairo,None,Cairo,EGY,30.06263,31.24967,360630,Cairo,PPLC,Reuters News,2024-02-07,Benjamin Netanyahu | Khalil Al - Hayya | Antony Blinken | Blinken | Netanyahu ,State | Hamas ,Tel Aviv | United States | State of Qatar | Middle East | Arab Republic of Egypt | State of Israel | Gaza Strip | Cairo ,English,NGEC_coder-Vers001-b1-Run-001
20240207-6357-90536bbf0179_REQUEST,2024-02-07,REQUEST,None,0.00,VERBAL CONFLICT,military | migration | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,Israeli,None,Euronews,2024-02-07,Antony Blinken | Benjamin Netanyahu ,State | UNRWA | United Nations | Hamas ,United States | State of Qatar | Arab Republic of Egypt | State of Israel | Gaza Strip ,French,NGEC_coder-Vers001-b1-Run-001
20240208-8500-c11bee037786_THREATEN,2024-02-08,THREATEN,None,-3.50,VERBAL CONFLICT,military | diplomatic | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Binyamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Jerusalem,Jerusalem,None,Jerusalem,ISR,31.76904,35.21633,281184,Jerusalem,PPLA,The Irish Times,2024-02-08,JAMES SHOTTER | RAYA JALABI | NERI ZILBER | Binyamin Netanyahu | Antony Blinken | Blinken | Mahmoud Abbas | Netanyahu ,Hamas ,Tel Aviv | Ramallah | Beirut | United States | State of Qatar | State of Israel | Gaza Strip | Jerusalem ,English,NGEC_coder-Vers001-b1-Run-001
20240208-0218-b99d815a01c3_ACCUSE,2024-02-08,ACCUSE,None,-3.00,VERBAL CONFLICT,terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Israeli Prime Minister Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,Gaza Strip,None,People's Daily Online,2024-02-08,Benjamin Netanyahu | Netanyahu ,IDF | the Israel Defense Forces | Hamas ,Gaza | State of Israel | Gaza Strip | State of Qatar ,English,NGEC_coder-Vers001-b1-Run-001
20240208-0218-b99d815a01c3_THREATEN,2024-02-08,THREATEN,None,-3.50,VERBAL CONFLICT,terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,Gaza Strip,None,People's Daily Online,2024-02-08,Benjamin Netanyahu | Netanyahu ,IDF | the Israel Defense Forces | Hamas ,Gaza | State of Israel | Gaza Strip | State of Qatar ,English,NGEC_coder-Vers001-b1-Run-001
20240208-1524-d90e15bf3af7_REQUEST,2024-02-08,REQUEST,None,0.00,VERBAL CONFLICT,military | diplomatic | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Rafaḩ,Rafaḩ,Rafah,Gaza Strip,PSE,31.29722,34.24357,281102,Rafah,PPLA2,Agence France Presse,2024-02-08,Antony Blinken | Benjamin Netanyahu | Netanyahu ,State | Hamas ,United States | Rafaḩ | Middle East | State of Israel | Gaza Strip | Cairo ,English,NGEC_coder-Vers001-b1-Run-001
20240208-7120-c852e26c16b5_SANCTION,2024-02-08,SANCTION,None,-6.00,MATERIAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Gaza Strip,None,None,Gaza Strip,PSE,31.41667,34.33333,281132,Gaza,ADM1,香港01网 (简体),2024-02-08,Zuhri | Adina | Hamdan | Benjamin Netanyahu | Netanyahu ,the Israel Defense Forces | Hamas ,State of Israel | Gaza Strip | Rafaḩ | Lebanon ,Chinese,NGEC_coder-Vers001-b1-Run-001
20240209-6961-87c083d1e962_THREATEN,2024-02-09,THREATEN,None,-3.50,VERBAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Mr. Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Taiwan,None,None,None,TWN,24.0,121.0,1668284,Khan Younès,PCLI,Le Monde,2024-02-09,Netanyahu ,Hamas ,Taiwan | Arab Republic of Egypt | Rafaḩ ,French,NGEC_coder-Vers001-b1-Run-001
20240209-0444-595c8a43fe21_SANCTION,2024-02-09,SANCTION,None,-6.00,MATERIAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Israeli Prime Minister Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Hong Kong,Hong Kong,None,Central and Western,HKG,22.27832,114.17469,1819729,Hong Kong,PPLC,文汇报 (简体),2024-02-09,Wen Wei Po | Al - Zuhri | Blinken | Joe Biden | Netanyahu ,Al Jazeera | State | Hamas ,Hong Kong | State of Israel | Gaza Strip | United States ,Chinese,NGEC_coder-Vers001-b1-Run-001
20240215-8994-b2cfcfa7cb9e_RETREAT_release,2024-02-15,RETREAT,release,6.50,MATERIAL COOPERATION,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Cairo,Cairo,None,Cairo,EGY,30.06263,31.24967,360630,Cairo,PPLC,USA Today,2024-02-15,Osama Hamdan | Netanyahu ,the Times of Israel | Hamas | The Associated Press ,State of Israel | Gaza Province | Cairo ,English,NGEC_coder-Vers001-b1-Run-001
20240218-3377-e48a5c0a9875_SANCTION,2024-02-18,SANCTION,None,-6.00,MATERIAL CONFLICT,terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,,None,The Jerusalem Post,2024-02-18,Bezalel Smotrich | Benjamin Netanyahu | Netanyahu ,Religious Zionist Party | The Washington Post | Hamas ,Ramallah | State of Israel | United States ,English,NGEC_coder-Vers001-b1-Run-001
20240219-9017-7b5f8e7a2da4_THREATEN_territory,2024-02-19,THREATEN,territory,-4.00,VERBAL CONFLICT,diplomatic | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Gaza Strip,None,None,Gaza Strip,PSE,31.41667,34.33333,281132,Gaza,ADM1,China Daily,2024-02-19,Abdel Fattah al - Sisi | Emmanuel Macron | Benjamin Netanyahu ,UN Security Council | Associated Press ,United States | State of Qatar | Rafaḩ | Arab Republic of Egypt | State of Israel | Gaza Strip ,English,NGEC_coder-Vers001-b1-Run-001
20240221-8670-6b5da97a8d57_ASSAULT,2024-02-21,ASSAULT,None,-9.00,MATERIAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,Gaza Strip,None,Asharq Al Alawsat,2024-02-21,Yoav Gallant | Netanyahu ,Agence France - Presse | The Israel Democracy Institute for Research | Hamas ,State of Israel | Rafaḩ ,Arabic,NGEC_coder-Vers001-b1-Run-001
20240221-8670-6b5da97a8d57_THREATEN,2024-02-21,THREATEN,None,-3.50,VERBAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,Agence France - Presse,None,Asharq Al Alawsat,2024-02-21,Yoav Gallant | Netanyahu ,Agence France - Presse | The Israel Democracy Institute for Research | Hamas ,State of Israel | Rafaḩ ,Arabic,NGEC_coder-Vers001-b1-Run-001
20240308-2541-2a1fbeede26b_THREATEN,2024-03-08,THREATEN,None,-3.50,VERBAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Israeli Prime Minister Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,Gaza Strip,None,香港01网 (简体),2024-03-08,Benjamin Netanyahu | Netanyahu ,Reuters | Hamas ,United States ,Chinese,NGEC_coder-Vers001-b1-Run-001
20240312-4310-6997bdfd1e02_RETREAT,2024-03-12,RETREAT,None,6.50,MATERIAL COOPERATION,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Prime Minister Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,Tel Aviv,None,Asharq Al-Awsat,2024-03-12,Benjamin Netanyahu | Barak Hiram | Hiram ,Hamas | the 99th Military Division | the Southern Brigade | the “ Gaza Brigade ,Montenegro | State of Israel | Tel Aviv ,Arabic,NGEC_coder-Vers001-b1-Run-001
20240315-8432-e02d2c0381c3_ACCUSE,2024-03-15,ACCUSE,None,-3.00,VERBAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Israeli Prime Minister Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,Israel,None,香港01网 (简体),2024-03-15,Benjamin Netanyahu | Netanyahu ,Reuters | Hamas | The Times of Israel | the Israeli War Cabinet | the Prime Minister 's Office ,Rafaḩ | State of Israel | Gaza Strip ,Chinese,NGEC_coder-Vers001-b1-Run-001
20240317-0411-f043b5627a46_THREATEN,2024-03-17,THREATEN,None,-3.50,VERBAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,southern Gaza,None,The Jerusalem Post,2024-03-17,Benjamin Netanyahu | Netanyahu ,IDF | KAN News | Hamas ,Rafaḩ | State of Israel | Gaza Strip ,English,NGEC_coder-Vers001-b1-Run-001
20240317-1553-8a1af651e619_ASSAULT_targeted,2024-03-17,ASSAULT,targeted,-10.00,MATERIAL CONFLICT,military | asylum | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Israeli Prime Minister Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Gaza,Gaza,Gaza,Gaza Strip,PSE,31.50161,34.46672,281133,Gaza,PPLA,路透社-中文新闻 (简体),2024-03-17,Benjamin Netanyahu | Netanyahu ,Hamas ,Rafaḩ | State of Israel | Gaza Strip | Gaza ,Chinese,NGEC_coder-Vers001-b1-Run-001
20240317-5992-46e6942407f1_THREATEN,2024-03-17,THREATEN,None,-3.50,VERBAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Hashemite Kingdom of Jordan,None,None,None,JOR,31.0,36.0,248816,Jordan,PCLI,Reuters News,2024-03-17,Olaf Scholz | Benjamin Netanyahu | Netanyahu ,Hamas ,Gaza | Hashemite Kingdom of Jordan | Rafaḩ | State of Israel | Gaza Strip ,English,NGEC_coder-Vers001-b1-Run-001
20240318-6633-3da3888642d2_ACCUSE,2024-03-18,ACCUSE,None,-3.00,VERBAL CONFLICT,terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Rafaḩ,Rafaḩ,Rafah,Gaza Strip,PSE,31.29722,34.24357,281102,Rafah,PPLA2,Agence France Presse,2024-03-18,Biden | Benjamin Netanyahu | Netanyahu | Joe Biden ,AFP | Hamas ,Rafaḩ | United States | State of Israel | Washington | Gaza Strip ,English,NGEC_coder-Vers001-b1-Run-001
20240320-3665-1f8136fd4817_ASSAULT,2024-03-20,ASSAULT,None,-9.00,MATERIAL CONFLICT,military | human_security | diplomatic | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Israeli Prime Minister Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,,None,Agence France Presse,2024-03-20,Antony Blinken | Benjamin Netanyahu | Volker Turk ,United Nations | UN | Hamas ,Middle East | Gaza | United States | State of Israel | State of Qatar | Gaza Strip ,English,NGEC_coder-Vers001-b1-Run-001
20240326-2429-c1ea7f5d0218_REQUEST,2024-03-26,REQUEST,None,0.00,VERBAL CONFLICT,terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,United Nations Security Council,None,CTK Daily News,2024-03-26,Jan Lipavsky | Lipavsky | Benjamin Netanyahu ,the European Council | Hamas | UNSC | AFP | United Nations Security Council | The UN Security Council ,State of Israel | United States ,English,NGEC_coder-Vers001-b1-Run-001
20240328-8834-e2cfacfedd87_SANCTION,2024-03-28,SANCTION,None,-6.00,MATERIAL CONFLICT,terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['ISR', 'UNO']",Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,,None,The New Zealand Herald,2024-03-28,Benjamin Netanyahu | Netanyahu ,the United Nations Security Council ’s | UN | Hamas ,United States | Gaza Strip | State of Israel | State of Qatar ,English,NGEC_coder-Vers001-b1-Run-001
20240408-5312-5099256125a8_ACCUSE,2024-04-08,ACCUSE,None,-3.00,VERBAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['UNO', 'ISR']",Israeli Prime Minister Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,Ukraine,None,РБК-Украина,2024-04-08,Benjamin Netanyahu | Netanyahu ,Hamas | RBC - Ukraine | the Israel Defense Forces | The Times of Israel ,Rafaḩ | State of Israel | Cairo ,Russian,NGEC_coder-Vers001-b1-Run-001
20240409-1916-8ae0136a666b_THREATEN,2024-04-09,THREATEN,None,-3.50,VERBAL CONFLICT,terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['UNO', 'ISR']",Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,None,None,None,None,None,None,None,None,X,None,The Jerusalem Post,2024-04-09,Benjamin Netanyahu | Gadi Eisenkot | Yoav Gallant | Smotrich | Ron Dermer | Tzachi Hanegbi | Aryeh Deri | Ben - Gvir | Benny Gantz | Netanyahu ,National Security Council | National Security Cabinet | X | Twitter | Hamas | National Security Minister | Shas | Strategic Affairs Minister ,Rafaḩ | State of Israel ,English,NGEC_coder-Vers001-b1-Run-001
20240409-3740-40831a907f67_SANCTION,2024-04-09,SANCTION,None,-6.00,MATERIAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['UNO', 'ISR']",Israeli Prime Minister Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Rafaḩ,Rafaḩ,Rafah,Gaza Strip,PSE,31.29722,34.24357,281102,Rafah,PPLA2,Asharq Al-Awsat,2024-04-09,Benjamin Netanyahu | Netanyahu ,Hamas ,Rafaḩ | State of Israel | People’s Republic of China | Gaza Strip ,Arabic,NGEC_coder-Vers001-b1-Run-001
20240409-3335-57b6266030d6_THREATEN,2024-04-09,THREATEN,None,-3.50,VERBAL CONFLICT,military | terrorism ,Benjamin Netanyahu,Israel,666,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['UNO', 'ISR']",Israeli Prime Minister Benjamin Netanyahu,Benjamin Netanyahu,Hama,Syria,652,CVL,CVL,settlement,Hamas,Hama,Rafaḩ,Rafaḩ,Rafah,Gaza Strip,PSE,31.29722,34.24357,281102,Rafah,PPLA2,Xinhua News Agency,2024-04-09,Benjamin Netanyahu | Netanyahu ,Hamas | The United Nations ,Rafaḩ | Tel Aviv | State of Israel | Gaza Strip ,English,NGEC_coder-Vers001-b1-Run-001
