Event ID,Event Date,Event Type,Event Mode,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor COW,Primary Actor Sector,Actor Sectors,Actor Title,Actor Name Raw,Wikipedia Actor ID,Recipient Name,Recipient Country,Recipient COW,Primary Recipient Sector,Recipient Sectors,Recipient Title,Recipient Name Raw,Wikipedia Recipient ID,Placename,City,District,Province,Country,Latitude,Longitude,GeoNames ID,Raw Placename,Feature Type,Source,Language
20240118-7815-865f0fd58505_ACCUSE,2024-01-18,ACCUSE,,-3.0,VERBAL CONFLICT,,Corrupt Practices Investigation Bureau,Singapore,830,COP,COP,law enforcement agency,CPIB,Corrupt Practices Investigation Bureau,S. Iswaran,Singapore,830.0,GOV,GOV,Transport Minister,Transport Minister S. Iswaran,S. Iswaran,Singapore,Singapore,,,SGP,1.28967,103.85007,1880252.0,Singapore,PPLC,The Straits Times,English
20240118-4746-0a2913b66d2c_COERCE_arrest,2024-01-18,COERCE,arrest,-7.0,MATERIAL CONFLICT,election ,Corrupt Practices Investigation Bureau,Singapore,830,COP,COP,law enforcement agency,Corrupt Practices Investigation Bureau,Corrupt Practices Investigation Bureau,S. Iswaran,Singapore,830.0,GOV,GOV,Transport Minister,S Iswaran,S. Iswaran,,,,,,,,,Nan,,Channel NewsAsia,English
20240205-7674-80b1fe7679b4_ACCUSE,2024-02-05,ACCUSE,,-3.0,VERBAL CONFLICT,health ,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240205-0159-459759ffcfcf_ACCUSE,2024-02-05,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240207-9088-5b5d8f4d8817_THREATEN,2024-02-07,THREATEN,,-3.5,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240207-9447-f0f1a95ce9d6_REQUEST,2024-02-07,REQUEST,,0.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Ed,,Indo-Asian News Service,English
20240208-0801-b49cbd3e6da0_SANCTION,2024-02-08,SANCTION,,-6.0,MATERIAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Chief Minister Arvind Kejriwal,,Hindustan Times,English
20240208-2182-b7d411f0dd0f_ACCUSE,2024-02-08,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240321-6859-b90c33f4569a_ACCUSE,2024-03-21,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi High Court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Ed,,Indo-Asian News Service,English
20240321-5981-d410599052a7_SANCTION,2024-03-21,SANCTION,,-6.0,MATERIAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Chief Minister Arvind Kejriwal,,Hindustan Times,English
20240321-5981-d410599052a7_RETREAT,2024-03-21,RETREAT,,6.5,MATERIAL COOPERATION,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240321-5981-d410599052a7_CONCEDE,2024-03-21,CONCEDE,,4.5,VERBAL COOPERATION,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Enforcement Directorate,,Hindustan Times,English
20240328-8995-827c6ddd541f_ACCUSE,2024-03-28,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi High Court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Dili,Dili,Vera Cruz,Díli,TLS,-8.55861,125.57361,1645457.0,Delhi,PPLC,Indo-Asian News Service,English
20240328-1647-c706416a1141_CONCEDE,2024-03-28,CONCEDE,,4.5,VERBAL COOPERATION,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Ed,,Indo-Asian News Service,English
20240328-1647-c706416a1141_SANCTION,2024-03-28,SANCTION,,-6.0,MATERIAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Chief Minister Arvind Kejriwal,,Indo-Asian News Service,English
20240328-0588-afa47b66f106_REQUEST,2024-03-28,REQUEST,,0.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Surjit Singh Yadav,,Hindustan Times,English
20240401-5429-de2d96feea0d_THREATEN,2024-04-01,THREATEN,,-3.5,VERBAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Chief Minister Arvind Kejriwal,,Hindustan Times,English
20240401-5429-de2d96feea0d_COERCE,2024-04-01,COERCE,,-7.0,MATERIAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240401-2683-5bc4ac5e4382_ACCUSE,2024-04-01,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240401-7698-5b14a7c77efe_THREATEN,2024-04-01,THREATEN,,-3.5,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Chief Minister Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Indo-Asian News Service,English
20240402-5323-4ddd009fb8df_COERCE_arrest,2024-04-02,COERCE,arrest,-7.0,MATERIAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240402-5323-4ddd009fb8df_THREATEN,2024-04-02,THREATEN,,-3.5,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240403-9477-ee1bcc425dfa_RETREAT,2024-04-03,RETREAT,,6.5,MATERIAL COOPERATION,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240403-9477-ee1bcc425dfa_CONCEDE,2024-04-03,CONCEDE,,4.5,VERBAL COOPERATION,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi Cm Arvind Kejriwal,,Hindustan Times,English
20240405-3746-6e7152a0b3d9_COERCE_arrest,2024-04-05,COERCE,arrest,-7.0,MATERIAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Indo-Asian News Service,English
20240405-8639-80d9e7b7dafa_COERCE,2024-04-05,COERCE,,-7.0,MATERIAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Chief Minister Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Indo-Asian News Service,English
20240408-3122-78d59de8fb3c_SANCTION,2024-04-08,SANCTION,,-6.0,MATERIAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Enforcement Directorate,,Hindustan Times,English
20240409-6003-7ee5127195f6_ACCUSE,2024-04-09,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi High Court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Chief Minister Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Indo-Asian News Service,English
20240409-2084-dfda9393f0ab_THREATEN,2024-04-09,THREATEN,,-3.5,VERBAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,chief minister Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Arvind Kejriwal,,Hindustan Times,English
20240409-2084-dfda9393f0ab_ACCUSE,2024-04-09,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240409-7511-223cda0bc608_ACCUSE,2024-04-09,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240410-5171-a59069964150_SANCTION_convict,2024-04-10,SANCTION,convict,-6.0,MATERIAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240410-2178-3a9b4e329ecc_ACCUSE,2024-04-10,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240410-5122-3a9b4e329ecc_ACCUSE,2024-04-10,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240410-5171-a59069964150_CONCEDE,2024-04-10,CONCEDE,,4.5,VERBAL COOPERATION,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi High Court On Tuesday Rejected Delhi Chief Minister Arvind Kejriwal,,Hindustan Times,English
20240410-4871-f2bdc6491ed3_ACCUSE,2024-04-10,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240411-7213-f3190d499e03_SANCTION,2024-04-11,SANCTION,,-6.0,MATERIAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Chief Minister Arvind Kejriwal,,Hindustan Times,English
20240415-4690-b6eb9ce6a7a7_ACCUSE,2024-04-15,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Chief Minister Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Indo-Asian News Service,English
20240415-4134-b6f7aa747989_RETREAT,2024-04-15,RETREAT,,6.5,MATERIAL COOPERATION,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Reuters News,English
20240415-6712-4a7b672ca399_RETREAT,2024-04-15,RETREAT,,6.5,MATERIAL COOPERATION,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Reuters News,English
20240415-4134-b6f7aa747989_SANCTION_convict,2024-04-15,SANCTION,convict,-6.0,MATERIAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Reuters News,English
20240422-3034-71b5c6d9a3b7_SANCTION,2024-04-22,SANCTION,,-6.0,MATERIAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi High Court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Chief Minister Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Enforcement Directorate,,Indo-Asian News Service,English
20240422-6069-312ae2183c51_CONCEDE,2024-04-22,CONCEDE,,4.5,VERBAL COOPERATION,human_security ,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi Chief Minister Arvind Kejriwal,,Indo-Asian News Service,English
20240422-5288-6a44924d4d72_ACCUSE,2024-04-22,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240422-4777-5ec862ca34d5_REQUEST,2024-04-22,REQUEST,,0.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240423-2786-566fb6eff0b2_ACCUSE,2024-04-23,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Reuters News,English
20240423-4692-a98064633d9b_REQUEST,2024-04-23,REQUEST,,0.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240423-3428-6dd688ca1612_ACCUSE,2024-04-23,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240507-2525-786b8a795361_SANCTION,2024-05-07,SANCTION,,-6.0,MATERIAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,chief minister Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240520-4992-96fadaae90e3_REQUEST,2024-05-20,REQUEST,,0.0,VERBAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240601-3043-50dc5dc06aab_THREATEN,2024-06-01,THREATEN,,-3.5,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Chief Minister Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Ed,,Indo-Asian News Service,English
20240605-7034-cce25237150c_COERCE_arrest,2024-06-05,COERCE,arrest,-7.0,MATERIAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Indo-Asian News Service,English
20240605-7034-cce25237150c_ACCUSE,2024-06-05,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Indo-Asian News Service,English
20240606-7924-85062ca707bb_ACCUSE,2024-06-06,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240615-0915-6e442af0621d_ACCUSE,2024-06-15,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240615-3365-e3f07ccd94d1_SANCTION_convict,2024-06-15,SANCTION,convict,-6.0,MATERIAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240616-7408-90ce1c875ec2_SANCTION_convict,2024-06-16,SANCTION,convict,-6.0,MATERIAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi,,Hindustan Times,English
20240619-3503-441396a243cd_ACCUSE,2024-06-19,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240620-9021-d19152754189_REQUEST,2024-06-20,REQUEST,,0.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,,,,,,,,,Delhi Court On Thursday Reserved Its Order In Chief Minister Arvind Kejriwal,,Hindustan Times,English
20240620-9021-d19152754189_ACCUSE,2024-06-20,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Arvind Kejriwal,India,750.0,GOV,GOV,chief minister,Arvind Kejriwal,Arvind Kejriwal,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240119-3273-ac49e4e46e2b_REQUEST,2024-01-19,REQUEST,,0.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Central Bureau Of Investigation,India,750.0,COP,COP,investigative agency,Central Bureau of Investigation,Central Bureau of Investigation,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Indo-Asian News Service,English
20240111-0098-887d368e6603_REQUEST,2024-01-11,REQUEST,,0.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Delhi Police,India,750.0,COP,COP,law enforcement agency,Delhi Police,Delhi Police,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Indo-Asian News Service,English
20240111-1551-49f879977262_REQUEST,2024-01-11,REQUEST,,0.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Delhi Police,India,750.0,COP,COP,law enforcement agency,Delhi Police,Delhi Police,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Indo-Asian News Service,English
20240115-6283-c575ddf51b8c_REQUEST,2024-01-15,REQUEST,,0.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Delhi Police,India,750.0,COP,COP,law enforcement agency,Delhi Police,Delhi Police,,,,,,,,,Delhi,,Hindustan Times,English
20240201-5209-4602a37a2141_ACCUSE,2024-02-01,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi High Court,Delhi High Court,Enforcement Directorate,India,750.0,COP,COP,law enforcement agency,Enforcement Directorate,Enforcement Directorate,,,,,,,,,Delhi,,Indo-Asian News Service,English
20240201-9144-e0048dec0467_ACCUSE,2024-02-01,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Enforcement Directorate,India,750.0,COP,COP,law enforcement agency,Enforcement Directorate,Enforcement Directorate,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240217-9800-347a4ccb0946_ACCUSE,2024-02-17,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Enforcement Directorate,India,750.0,COP,COP,law enforcement agency,Enforcement Directorate,Enforcement Directorate,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Hindustan Times,English
20240220-6567-b771380e0cab_THREATEN,2024-02-20,THREATEN,,-3.5,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Enforcement Directorate,India,750.0,COP,COP,law enforcement agency,Enforcement Directorate,Enforcement Directorate,,,,,,,,,Delhi,,Indo-Asian News Service,English
20240220-6567-b771380e0cab_ACCUSE,2024-02-20,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Enforcement Directorate,India,750.0,COP,COP,law enforcement agency,Enforcement Directorate,Enforcement Directorate,,,,,,,,,Delhi,,Indo-Asian News Service,English
20240223-7391-a265825a3721_ACCUSE,2024-02-23,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi High Court,Delhi High Court,Enforcement Directorate,India,750.0,COP,COP,law enforcement agency,Enforcement Directorate,Enforcement Directorate,,,,,,,,,Delhi,,Indo-Asian News Service,English
20240307-0040-0f0f5140f82f_ACCUSE,2024-03-07,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Enforcement Directorate,India,750.0,COP,COP,law enforcement agency,Enforcement Directorate,Enforcement Directorate,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Indo-Asian News Service,English
20240316-6394-e294d457cfe3_ACCUSE,2024-03-16,ACCUSE,,-3.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi court,Delhi High Court,Enforcement Directorate,India,750.0,COP,COP,law enforcement agency,Enforcement Directorate,Enforcement Directorate,Delhi,Delhi,,Delhi,IND,28.65195,77.23149,1273294.0,Delhi,PPLA,Indo-Asian News Service,English
20240321-0843-c5963a17d82e_REQUEST,2024-03-21,REQUEST,,0.0,VERBAL CONFLICT,,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Enforcement Directorate,India,750.0,COP,COP,law enforcement agency,Enforcement Directorate,Enforcement Directorate,,,,,,,,,Delhi,,Hindustan Times,English
20240326-0164-87d384fad379_ACCUSE,2024-03-26,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Delhi High Court,India,750,JUD,JUD,high court,Delhi high court,Delhi High Court,Enforcement Directorate,India,750.0,COP,COP,law enforcement agency,Enforcement Directorate,Enforcement Directorate,,,,,,,,,Delhi,,Hindustan Times,English
