Event ID,Event Date,Event Type,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor Title,Actor Name Raw,Recipient Name,Recipient Country,Recipient Title,Recipient Name Raw,Country,Raw Placename,Publication Date,Language,Version
20240226-6424-0Bf23607B750_Assault,2024-02-26,Assault,-9.0,Material Conflict,Military,Ukrainian Army,Ukraine,Army,Ukrainian Army,A Car,,Carmaker,A Car,RUS,Pochaevo,2024-02-26,English,Ngec_Coder-Vers001-B1-Run-001
20240227-5874-Efecff4538D9_Assault,2024-02-27,Assault,-9.0,Material Conflict,Military,Kyiv,Ukraine,Capital City,Kiev Regime,Ukrainian Drones,Ukraine,Drone Aircraft,Ukrainian Drones,RUS,Bryansk Region,2024-02-27,Arabic,Ngec_Coder-Vers001-B1-Run-001
20240227-1119-133Bb87Be9Fd_Assault,2024-02-27,Assault,-9.0,Material Conflict,Military,Kyiv,Ukraine,Capital City,Kiev Regime,Ukrainian Armed Forces Drones,Ukraine,Unmanned Drone,Ukrainian Armed Forces Drones,RUS,Moscow,2024-02-27,Russian,Ngec_Coder-Vers001-B1-Run-001
20240226-2987-9881D9Be783F_Assault,2024-02-26,Assault,-9.0,Material Conflict,Military,Ukrainian Army,Ukraine,Army,Ukrainian Army,A Car,,Carmaker,A Car,RUS,Belgorod,2024-02-26,French,Ngec_Coder-Vers001-B1-Run-001
20240227-1852-F21Da77943D2_Accuse,2024-02-27,Accuse,-3.0,Verbal Conflict,Military | Human_Rights | Peacekeeping,Moscow,Russia,Capital City,Moscow Court,Oleg Orlov (Biologist),Russia,"No Code Identified, But Country Found",Oleg Orlov,RUS,Moscow,2024-02-27,English,Ngec_Coder-Vers001-B1-Run-001
20240227-3022-3D670Bbab706_Request,2024-02-27,Request,0.0,Verbal Conflict,Military,Prosecution,,Prosecutor,Prosecution,Oleg Orlov (Biologist),Russia,"No Code Identified, But Country Found",Oleg Orlov,RUS,Moscow,2024-02-27,English,Ngec_Coder-Vers001-B1-Run-001
20240227-3022-3D670Bbab706_Accuse,2024-02-27,Accuse,-3.0,Verbal Conflict,Military,Moscow,Russia,Capital City,Moscow Court,Oleg Orlov (Biologist),Russia,"No Code Identified, But Country Found",Oleg Orlov,RUS,Moscow,2024-02-27,English,Ngec_Coder-Vers001-B1-Run-001
20240227-0589-6363A4Ea1De9_Accuse,2024-02-27,Accuse,-3.0,Verbal Conflict,Military | Human_Rights | Peacekeeping,Moscow,Russia,Capital City,Moscow Court,Oleg Orlov (Biologist),Russia,"No Code Identified, But Country Found",Oleg Orlov,RUS,Moscow,2024-02-27,English,Ngec_Coder-Vers001-B1-Run-001
20240227-8881-12Bfb9Ddaf1F_Request,2024-02-27,Request,0.0,Verbal Conflict,Military | Diplomatic,G7,Intergovernmental Organization,International Organization,G7,Tuesday,,Tuesday,Tuesday,RUS,Russia,2024-02-27,English,Ngec_Coder-Vers001-B1-Run-001
20240227-2843-8283D4B708A2_Assault,2024-02-27,Assault,-9.0,Material Conflict,Military,Russian Armed Forces,Russia,Armed Force,Russian Armed Forces,Ukrainian Armed Forces,Ukraine,Armed Force,Ukrainian Armed Forces,RUS,Moscow,2024-02-27,Russian,Ngec_Coder-Vers001-B1-Run-001
20240227-4767-6D00123C8B08_Assault,2024-02-27,Assault,-9.0,Material Conflict,Military,Kyiv Regime,,Regime,Kyiv Regime,Ukrainian Aircraft - Type Drones,Ukraine,Drone Aircraft,Ukrainian Aircraft - Type Drones,RUS,Belgorod Region,2024-02-27,Russian,Ngec_Coder-Vers001-B1-Run-001
20240227-5722-E5075Adc4806_Coerce,2024-02-27,Coerce,-7.0,Material Conflict,Military,Russian Army,Russia,Army,Russian Army,Ukrainian Armed Forces,Ukraine,Armed Force,Ukrainian Armed Forces,RUS,Moscow,2024-02-27,Russian,Ngec_Coder-Vers001-B1-Run-001
20240227-7197-3607Cce17D8D_Assault,2024-02-27,Assault,-9.0,Material Conflict,Religion_Ethnicity | Diplomatic | Terrorism,Hama,Syria,Settlement,Hamas,Russians,Russia,,Russians,RUS,Moscow,2024-02-27,Russian,Ngec_Coder-Vers001-B1-Run-001
20240227-7021-468C3F6A3Aa8_Request,2024-02-27,Request,0.0,Verbal Conflict,,Chechnya,Russia,Administrative Unit,Chechnya Residents,The Investigative Committee,,Investigative Commission,The Investigative Committee,RUS,Grozny,2024-02-27,English,Ngec_Coder-Vers001-B1-Run-001
20240228-5835-D9Bf4D11A73B_Assault,2024-02-28,Assault,-9.0,Material Conflict,Military | Human_Rights,Moscow,Russia,Capital City,Moscow Court,Oleg Orlov (Biologist),Russia,"No Code Identified, But Country Found",Oleg Orlov,RUS,Moscow,2024-02-28,English,Ngec_Coder-Vers001-B1-Run-001
20240228-5575-Ecaf4Caf0C56_Accuse,2024-02-28,Accuse,-3.0,Verbal Conflict,Military,Vyacheslav Volodin,Russia,Chief Of State,Vyacheslav Volodin,Emmanuel Macron,France,President,Emmanuel Macron,RUS,Russia,2024-02-28,English,Ngec_Coder-Vers001-B1-Run-001
20240228-1969-46497Ec8C630_Assault,2024-02-28,Assault,-9.0,Material Conflict,Military,Air Defense Forces,,Air Force,Air Defense Forces,Ukrainian Drone,Ukraine,Drone Aircraft,Ukrainian Drone,RUS,Belgorod Region,2024-02-28,Russian,Ngec_Coder-Vers001-B1-Run-001
20240227-5970-4Ef4Bc7863Ec_Assault,2024-02-27,Assault,-9.0,Material Conflict,Military,Kyiv Regime,,Regime,Kyiv Regime,Ukrainian Armed Forces Drones,Ukraine,Unmanned Drone,Ukrainian Armed Forces Drones,RUS,Belgorod Region,2024-02-27,Russian,Ngec_Coder-Vers001-B1-Run-001
20240228-8693-897E1A7Ae7E5_Accuse,2024-02-28,Accuse,-3.0,Verbal Conflict,,Yulia Navalnaya,Russia,"No Code Identified, But Country Found",Yulia Navalnaya,Vladimir Putin,Russia,President,Putin,RUS,Moscow,2024-02-28,English,Ngec_Coder-Vers001-B1-Run-001
20240228-8409-95B26129Ede1_Aid,2024-02-28,Aid,10.0,Material Cooperation,Military | Diplomatic,Nato,Intergovernmental Organization,Intergovernmental Military Alliance,Nato Countries,Ukrainian Army,Ukraine,Army,Ukrainian Army,RUS,Moscow,2024-02-28,Russian,Ngec_Coder-Vers001-B1-Run-001
20240228-5764-0C556B815Ea9_Aid,2024-02-28,Aid,10.0,Material Cooperation,Diplomatic,Japan,Japan,,Japan,Russia,Russia,,Russia,RUS,Moscow,2024-02-28,English,Ngec_Coder-Vers001-B1-Run-001
20240228-5764-0C556B815Ea9_Retreat,2024-02-28,Retreat,6.5,Material Cooperation,Diplomatic,Japan,Japan,,Japan,Russia,Russia,,Russia,RUS,Moscow,2024-02-28,English,Ngec_Coder-Vers001-B1-Run-001
20240228-1031-74340F15A631_Assault,2024-02-28,Assault,-9.0,Material Conflict,Military,Kyiv Regime,,Regime,Kyiv Regime,Ukrainian Drone,Ukraine,Drone Aircraft,Ukrainian Drone,RUS,Belgorod Region,2024-02-28,Russian,Ngec_Coder-Vers001-B1-Run-001
20240228-1113-E127E46A12C3_Assault,2024-02-28,Assault,-9.0,Material Conflict,Military,Russian Military,Russia,Military,Russian Military,Ukrainian Armed Forces,Ukraine,Armed Force,Ukrainian Armed Forces,RUS,Moscow,2024-02-28,Russian,Ngec_Coder-Vers001-B1-Run-001
20240229-1770-7B2E7De06A3E_Accuse,2024-02-29,Accuse,-3.0,Verbal Conflict,Military,Western Leaders,New Zealand,State Leader,Western Leaders,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Moscow,2024-02-29,English,Ngec_Coder-Vers001-B1-Run-001
20240229-9614-1329Edd68839_Accuse,2024-02-29,Accuse,-3.0,Verbal Conflict,Military,Police,,Police,Police,Sergei Sergeyevich Sokolov,Russia,Football Player,Sergei Sokolov,RUS,Moscow,2024-02-29,English,Ngec_Coder-Vers001-B1-Run-001
20240229-9614-1329Edd68839_Coerce_Arrest,2024-02-29,Coerce,-7.0,Material Conflict,Military,Police,,Police,Police,Novaya Gazeta,Russia,Newspaper,Editor - In - Chief Of The Independent Newspaper Novaya Gazeta,RUS,Moscow,2024-02-29,English,Ngec_Coder-Vers001-B1-Run-001
20240229-2260-4F9B23Ae5E88_Threaten,2024-02-29,Threaten,-3.5,Verbal Conflict,Military,Invaders,,Invader,Invaders,Ukrainian Children,Ukraine,Children,Ukrainian Children,RUS,Kherson Region,2024-02-29,Russian,Ngec_Coder-Vers001-B1-Run-001
20240229-2260-4F9B23Ae5E88_Assault,2024-02-29,Assault,-9.0,Material Conflict,Military,Invaders,,Invader,Invaders,Ukrainian Children,Ukraine,Children,Ukrainian Children,RUS,Kherson Region,2024-02-29,Russian,Ngec_Coder-Vers001-B1-Run-001
20240229-8773-3De7Aa8B5F27_Accuse,2024-02-29,Accuse,-3.0,Verbal Conflict,Military,Gagarinsky District Court,,District Court,Gagarinsky District Court,Ilia Novikov,Russia,Lawyer,Ilya Novikov,RUS,Moscow,2024-02-29,English,Ngec_Coder-Vers001-B1-Run-001
20240229-7000-3Fdb145Ac216_Threaten,2024-02-29,Threaten,-3.5,Verbal Conflict,Military,Kremlin,Russia,"No Code Identified, But Country Found",Kremlin,Sergei Sergeyevich Sokolov,Russia,Football Player,Sergei Sokolov,RUS,Moscow,2024-02-29,English,Ngec_Coder-Vers001-B1-Run-001
20240229-7000-3Fdb145Ac216_Coerce_Censor,2024-02-29,Coerce,-6.5,Material Conflict,Military,Moscow,Russia,Capital City,Moscow Court,Sergei Sergeyevich Sokolov,Russia,Football Player,Sergei Sokolov,RUS,Moscow,2024-02-29,English,Ngec_Coder-Vers001-B1-Run-001
20240229-7213-B32A07F69420_Accuse,2024-02-29,Accuse,-3.0,Verbal Conflict,Military | Human_Rights,Court,,Court,Court,Oleg Orlov (Biologist),Russia,"No Code Identified, But Country Found",Oleg Orlov,RUS,Moscow,2024-02-29,English,Ngec_Coder-Vers001-B1-Run-001
20240229-8737-65Aaa7C53E00_Assault,2024-02-29,Assault,-9.0,Material Conflict,Military,Kyiv Regime,,Regime,Kyiv Regime,Ukrainian Armed Forces,Ukraine,Armed Force,Ukrainian Armed Forces,RUS,Belgorod Region,2024-02-29,Russian,Ngec_Coder-Vers001-B1-Run-001
20240229-9369-10Ee0C3F6E95_Assault,2024-02-29,Assault,-9.0,Material Conflict,Military,Russian Air Defense Forces,Russia,Air Force,Russian Air Defense Forces,Ukrainian Armed Forces,Ukraine,Armed Force,Ukrainian Armed Forces,RUS,Belgorod Region,2024-02-29,Russian,Ngec_Coder-Vers001-B1-Run-001
20240229-1363-6Dc52Ffa3170_Assault,2024-02-29,Assault,-9.0,Material Conflict,Military,Russian Air Defense Forces,Russia,Air Force,Russian Air Defense Forces,Ukrainian Armed Forces,Ukraine,Armed Force,Ukrainian Armed Forces,RUS,Belgorod Region,2024-02-29,Russian,Ngec_Coder-Vers001-B1-Run-001
20240218-7459-F5E236A23658_Coerce,2024-02-18,Coerce,-7.0,Material Conflict,Diplomatic,Authorities,,Writer,Authorities,Alexei Navalny,Russia,Leader Of The Opposition,Alexei Navalny,RUS,Moscow,2024-02-18,Arabic,Ngec_Coder-Vers001-B1-Run-001
20240218-6739-E01Af082F70C_Coerce_Arrest,2024-02-18,Coerce,-7.0,Material Conflict,,Russian Courts,Russia,Court,Russian Courts,People,,Individuals,People,RUS,Saint Petersburg,2024-02-18,English,Ngec_Coder-Vers001-B1-Run-001
20240218-6959-E01Af082F70C_Accuse,2024-02-18,Accuse,-3.0,Verbal Conflict,,Russian Courts,Russia,Court,Russian Courts,People,,Individuals,People,RUS,Saint Petersburg,2024-02-18,English,Ngec_Coder-Vers001-B1-Run-001
20240218-6959-E01Af082F70C_Coerce_Arrest,2024-02-18,Coerce,-7.0,Material Conflict,,Russian Courts,Russia,Court,Russian Courts,People,,Individuals,People,RUS,Saint Petersburg,2024-02-18,English,Ngec_Coder-Vers001-B1-Run-001
20240218-0349-287900D489C3_Accuse,2024-02-18,Accuse,-3.0,Verbal Conflict,Military,Russian Courts,Russia,Court,Russian Courts,People,,Individuals,People,RUS,Saint Petersburg,2024-02-18,English,Ngec_Coder-Vers001-B1-Run-001
20240219-7499-09D8939Dd732_Coerce_Arrest,2024-02-19,Coerce,-7.0,Material Conflict,Diplomatic,Police,,Police,Police,Alexei Navalny,Russia,Leader Of The Opposition,Alexei Navalny,RUS,Moscow,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240219-6828-Edcc0961267C_Accuse,2024-02-19,Accuse,-3.0,Verbal Conflict,,Police,,Police,Police,Alexei Navalny,Russia,Leader Of The Opposition,Alexei Navalny,RUS,Russia,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240219-3426-95D81Fdcfaf8_Accuse,2024-02-19,Accuse,-3.0,Verbal Conflict,,Police,,Police,Police,Alexei Navalny,Russia,Leader Of The Opposition,Alexei Navalny,RUS,Russia,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240219-3426-95D81Fdcfaf8_Assault,2024-02-19,Assault,-9.0,Material Conflict,,Police,,Police,Police,Alexei Navalny,Russia,Leader Of The Opposition,Alexei Navalny,RUS,Russia,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240218-1509-Ef2B8C93176C_Aid,2024-02-18,Aid,10.0,Material Cooperation,Military,Vladimir Putin,Russia,President,Vladimir Putin,Russian Military,Russia,Military,Russian Military,RUS,Moscow,2024-02-18,Russian,Ngec_Coder-Vers001-B1-Run-001
20240219-5609-Ef0B148E0Dc5_Accuse,2024-02-19,Accuse,-3.0,Verbal Conflict,,Joe Biden,United States,President,Joe Biden,Vladimir Putin,Russia,President,Putin,RUS,Russia,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240219-9192-30623903Dd23_Accuse,2024-02-19,Accuse,-3.0,Verbal Conflict,Military,Russian Courts,Russia,Court,Russian Courts,People,,Individuals,People,RUS,St. Petersburg,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240219-1331-E89C81078A82_Assault,2024-02-19,Assault,-9.0,Material Conflict,Military,Ukrainian Military,Ukraine,Military,Ukrainian Military,Communities,,,Communities,RUS,Belgorod Region,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240219-1566-Eeef8604Aa04_Coerce_Arrest,2024-02-19,Coerce,-7.0,Material Conflict,Military | Human_Rights,Russian Police,Russia,Police,Russian Police,People,,Individuals,People,RUS,St. Petersburg,2024-02-19,Arabic,Ngec_Coder-Vers001-B1-Run-001
20240219-6088-2883Cbd68660_Assault,2024-02-19,Assault,-9.0,Material Conflict,Military,Russian Armed Forces,Russia,Armed Force,Russian Armed Forces,Ukrainian Armed Forces Drone,Ukraine,Unmanned Drone,Ukrainian Armed Forces Drone,RUS,Bryansk Region,2024-02-19,Russian,Ngec_Coder-Vers001-B1-Run-001
20240219-0538-7B8F116F0E28_Aid,2024-02-19,Aid,10.0,Material Cooperation,Diplomatic,Vladimir Putin,Russia,President,Vladimir Putin,Sadyr Japarov,Kyrgyzstan,President,Sadyr Japarov,RUS,Kazan,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240219-5167-A0A11A9520B5_Assault_Torture,2024-02-19,Assault,-8.5,Material Conflict,Election,Vladimir Putin,Russia,President,Vladimir Putin,Alexei Navalny,Russia,Leader Of The Opposition,Alexei Navalny,RUS,Kharp,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240219-6299-7B520A1Be585_Request,2024-02-19,Request,0.0,Verbal Conflict,Election,Yulia Navalnaya,Russia,"No Code Identified, But Country Found",Yulia Navalnaya,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Kharp,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240219-9316-Ab8425B2F001_Assault,2024-02-19,Assault,-9.0,Material Conflict,,Vladimir Putin,Russia,President,Vladimir Putin,Alexei Navalny,Russia,Leader Of The Opposition,Alexey Navalny,RUS,Kharp,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240219-4520-F634Ea89262A_Accuse,2024-02-19,Accuse,-3.0,Verbal Conflict,Election,Yulia Navalnaya,Russia,"No Code Identified, But Country Found",Ms Navalnaya,Kremlin,Russia,"No Code Identified, But Country Found",Kremlin,RUS,Siberia,2024-02-19,English,Ngec_Coder-Vers001-B1-Run-001
20240220-9373-5771C2Fcfe85_Aid,2024-02-20,Aid,10.0,Material Cooperation,,Vladimir Putin,Russia,President,Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong - Un,RUS,Russia,2024-02-20,English,Ngec_Coder-Vers001-B1-Run-001
20240220-9373-5771C2Fcfe85_Retreat,2024-02-20,Retreat,6.5,Material Cooperation,,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong - Un,Vladimir Putin,Russia,President,Vladimir Putin,RUS,Russia,2024-02-20,English,Ngec_Coder-Vers001-B1-Run-001
20240220-6167-224287Ca0Ad2_Coerce,2024-02-20,Coerce,-7.0,Material Conflict,Military,Kyiv,Ukraine,Capital City,Kiev Regime,Ukrainian Drone,Ukraine,Drone Aircraft,Ukrainian Drone,RUS,Bryansk Region,2024-02-20,English,Ngec_Coder-Vers001-B1-Run-001
20240220-6167-224287Ca0Ad2_Assault,2024-02-20,Assault,-9.0,Material Conflict,Military,Kyiv,Ukraine,Capital City,Kiev Regime,Ukrainian Drone,Ukraine,Drone Aircraft,Ukrainian Drone,RUS,Bryansk Region,2024-02-20,English,Ngec_Coder-Vers001-B1-Run-001
20240217-0268-39372Ffb3D19_Assault,2024-02-17,Assault,-9.0,Material Conflict,Military,Kyiv Regime,,Regime,Kyiv Regime,Ukrainian Armed Forces Drones,Ukraine,Unmanned Drone,Ukrainian Armed Forces Drones,RUS,Moscow,2024-02-17,Russian,Ngec_Coder-Vers001-B1-Run-001
20240217-3650-0B81F6C9D5De_Assault,2024-02-17,Assault,-9.0,Material Conflict,Military,Ukrainian Armed Forces,Ukraine,Armed Force,Ukrainian Armed Forces,Ukrainian Drones,Ukraine,Drone Aircraft,Ukrainian Drones,RUS,Belgorod Region,2024-02-17,Russian,Ngec_Coder-Vers001-B1-Run-001
20240217-5367-9F5C42A1Be1F_Assault,2024-02-17,Assault,-9.0,Material Conflict,Military,Ukrainian Armed Forces,Ukraine,Armed Force,Ukrainian Armed Forces,Ukrainian Drones,Ukraine,Drone Aircraft,Ukrainian Drones,RUS,Voronezh,2024-02-17,Russian,Ngec_Coder-Vers001-B1-Run-001
20240217-7438-Afbc08088C53_Aid,2024-02-17,Aid,10.0,Material Cooperation,Military,Russian Military Personnel,Russia,Military Personnel,Russian Military Personnel,Armed Forces Of Ukraine,Ukraine,Armed Force,Armed Forces Of Ukraine,RUS,Moscow,2024-02-17,Russian,Ngec_Coder-Vers001-B1-Run-001
20240217-7547-A08E26Bb238F_Assault,2024-02-17,Assault,-9.0,Material Conflict,Military,Kyiv Regime,,Regime,Kyiv Regime,Ukrainian Armed Forces,Ukraine,Armed Force,Ukrainian Armed Forces,RUS,Bryansk Region,2024-02-17,Russian,Ngec_Coder-Vers001-B1-Run-001
20240220-1547-224287Ca0Ad2_Coerce,2024-02-20,Coerce,-7.0,Material Conflict,Military,Russian Air Defense Systems,Russia,Air Force,Russian Air Defense Systems,Ukrainian Drone,Ukraine,Drone Aircraft,Ukrainian Drone,RUS,Bryansk Region,2024-02-20,English,Ngec_Coder-Vers001-B1-Run-001
20240220-1547-224287Ca0Ad2_Assault,2024-02-20,Assault,-9.0,Material Conflict,Military,Kyiv,Ukraine,Capital City,Kiev Regime,Ukrainian Drone,Ukraine,Drone Aircraft,Ukrainian Drone,RUS,Bryansk Region,2024-02-20,English,Ngec_Coder-Vers001-B1-Run-001
20240220-3203-3Faf476Ba6D5_Aid,2024-02-20,Aid,10.0,Material Cooperation,,Vladimir Putin,Russia,President,Russia 'S President Vladimir Putin,Kim Jong-Un,North Korea,Secretary Of Security Council,Kim Jong Un,RUS,Russia,2024-02-20,English,Ngec_Coder-Vers001-B1-Run-001
20240220-3203-3Faf476Ba6D5_Retreat,2024-02-20,Retreat,6.5,Material Cooperation,,Vladimir Putin,Russia,President,Vladimir Putin,Vladimir Putin,Russia,President,Russia 'S President Vladimir Putin,RUS,Russia,2024-02-20,English,Ngec_Coder-Vers001-B1-Run-001
20240220-9355-D08Ebb393113_Threaten,2024-02-20,Threaten,-3.5,Verbal Conflict,,United States,United States,,United States,United Nations Security Council,United Nations,Security Council,United Nations Security Council,RUS,Moscow,2024-02-20,Russian,Ngec_Coder-Vers001-B1-Run-001
20240220-5317-8A7812Af21B7_Accuse,2024-02-20,Accuse,-3.0,Verbal Conflict,Military,Russian Security Services,Russia,National Security Service,Russian Security Services,Russian Woman,United States,Singer,Russian - American Woman,RUS,Yekaterinburg,2024-02-20,Arabic,Ngec_Coder-Vers001-B1-Run-001
20240220-4671-88247Bd4Ca13_Coerce_Arrest,2024-02-20,Coerce,-7.0,Material Conflict,Military | Intelligence,Russian Authorities,Russia,Writer,Russian Authorities,Woman,,Woman,Woman,RUS,Yekaterinburg,2024-02-20,English,Ngec_Coder-Vers001-B1-Run-001
