Event ID	Event Date	Event Type	Event Mode	Event Intensity	Quad Code	Contexts	Actor Name	Actor Country	Actor COW	Primary Actor Sector	Actor Sectors	Actor Title	Actor Name Raw	Wikipedia Actor ID	Recipient Name	Recipient Country	Recipient COW	Primary Recipient Sector	Recipient Sectors	Recipient Title	Recipient Name Raw	Wikipedia Recipient ID	Placename	City	District	Province	Country	Latitude	Longitude	GeoNames ID	Raw Placename	Feature Type	Source	Publication Date	Story People	Story Organizations	Story Locations	Language	Version
20240526-1083-810e7a375ad3_PROTEST	2024-05-26	PROTEST	None	-5.00	MATERIAL CONFLICT	None	Volodymyr Zelenskyy	Ukraine	369	GOV	GOV	president	Volodymyr Zelenskiy	Volodymyr Zelenskyy	None	None	None	None	None	None	None	None	Switzerland	None	None	None	CHE	47.00016	8.01427	2658434	Switzerland	PCLI	The Guardian	2024-05-26	Ihor Terekhov | Joe Biden | Volodymyr Zelenskiy | Zelenskiy | Xi Jinping 	None	Ukraine | United States | Kharkiv | Switzerland | Moscow 	English	NGEC_coder-Vers001-b1-Run-001
20240526-1083-810e7a375ad3_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	None	None	Russia	365	None	None	None	Russian	None	None	None	None	LEG	LEG	upper house	residential building	None	Switzerland	None	None	None	CHE	47.00016	8.01427	2658434	Switzerland	PCLI	The Guardian	2024-05-26	Ihor Terekhov | Joe Biden | Volodymyr Zelenskiy | Zelenskiy | Xi Jinping 	None	Ukraine | United States | Kharkiv | Switzerland | Moscow 	English	NGEC_coder-Vers001-b1-Run-001
20240526-1786-6b755c08d715_ACCUSE	2024-05-26	ACCUSE	None	-3.00	VERBAL CONFLICT	election 	Lautaro Carmona Soto	Chile	155	PTY	PTY	politician	Lautaro Carmona	Lautaro Carmona Soto	Marcos López	Peru	135	CVL	CVL	football player	Marcos López	Marcos López	Región de Atacama	None	None	Atacama	CHL	-27.5	-70.0	3899191	Atacama Region	ADM1	El Mercurio	2024-05-26	Provoste | Juan Santana | Lautaro Carmona | Daniella Cicardini | Jaime Mulet | Yasna Provoste | Marcos López | Rafael Prohens 	the Socialist Party | the Communist Party | Senate | the Upper House | PC | FRVS | PS 	Copiapó | District of Columbia | Región de Atacama 	Spanish	NGEC_coder-Vers001-b1-Run-001
20240526-2071-7d5e0fe99ab8_ACCUSE	2024-05-26	ACCUSE	None	-3.00	VERBAL CONFLICT	election 	Sanjay Raut	India	750	LEG	LEG	member of parliament	Sanjay Raut	Sanjay Raut	None; Narendra Modi; Amit Shah	None; India; India	None; 750; 750	None; GOV; ELI	None; GOV; ELI	None; prime minister; previously held a GOV role, so coded as ELI.	Maharashtra deputy CM Devendra Fadnavis; Prime Minister Narendra Modi; Union home minister Amit Shah	None; Narendra Modi; Amit Shah	Nagpur	Nagpur	Nagpur Division	Maharashtra	IND	21.14631	79.08491	1262180	Nagpur	PPLA2	Hindustan Times	2024-05-26	Shah | Devendra Fadnavis | Gadkari | Modi | Chandrasekhar Bawankule | Fadnavis | Nitin Gadkari 's | Sanjay Raut | Amit Shah | Narendra Modi | Raut | Yogi Adityanath 	BJP | UBT | Lok Sabha | RSS | Shiv Sena | PTI | Union 	Nagpur | State of Mahārāshtra 	English	NGEC_coder-Vers001-b1-Run-001
20240526-2331-7b619e218285_REQUEST	2024-05-26	REQUEST	None	0.00	VERBAL CONFLICT	None	Tejashwi Yadav	India	750	GOV	GOV	chief minister	Tejashwi Yadav	Tejashwi Yadav	Narendra Modi	India	750	GOV	GOV	prime minister	PM Modi	Narendra Modi	State of Bihar	None	None	Bihar	IND	25.75	85.75	1275715	Bihar	ADM1	Indo-Asian News Service	2024-05-26	Tejashwi Yadav | Nitish Kumar | Modi | Narendra Modi | Mujra 	the Bihar Legislative Assembly | RJD | the Bihar LoP | JD - U 	State of Bihar 	English	NGEC_coder-Vers001-b1-Run-001
20240526-2475-ca762044a582_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	military 	None	Israel	666	None	None	None	Israel	None	None	None	None	None	None	None	Gaza	None	None	None	None	None	None	None	None	None	Kerem Shalom	None	Reuters News	2024-05-26	Khaled Zayed | Joe Biden | Abdel Fattah al - Sisi 	Al Qahera News TV | X | the Egyptian Red Crescent | Reuters 	Gaza Strip | Rafaḩ | United States | State of Israel | Arab Republic of Egypt 	English	NGEC_coder-Vers001-b1-Run-001
20240526-2475-ca762044a582_RETREAT_access	2024-05-26	RETREAT	access	6.50	MATERIAL COOPERATION	military 	None	Israel	666	None	None	None	Israel	None	None	None	None	None	None	None	aid trucks	None	None	None	None	None	None	None	None	None	Kerem Shalom	None	Reuters News	2024-05-26	Khaled Zayed | Joe Biden | Abdel Fattah al - Sisi 	Al Qahera News TV | X | the Egyptian Red Crescent | Reuters 	Gaza Strip | Rafaḩ | United States | State of Israel | Arab Republic of Egypt 	English	NGEC_coder-Vers001-b1-Run-001
20240526-2475-ca762044a582_MOBILIZE	2024-05-26	MOBILIZE	None	-5.50	MATERIAL CONFLICT	military 	None	Israel	666	None	None	None	Israel	None	None	None	None	None	None	None	None	None	Gaza Strip	None	None	Gaza Strip	PSE	31.41667	34.33333	281132	Gaza	ADM1	Reuters News	2024-05-26	Khaled Zayed | Joe Biden | Abdel Fattah al - Sisi 	Al Qahera News TV | X | the Egyptian Red Crescent | Reuters 	Gaza Strip | Rafaḩ | United States | State of Israel | Arab Republic of Egypt 	English	NGEC_coder-Vers001-b1-Run-001
20240526-2628-4b8e2bf3d947_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	military 	None	Russia	365	MIL	MIL	troop	Russian troops	None	None	Ukraine	369	MIL	MIL	army	Ukrainian army	None	None	None	None	None	None	None	None	None	south Donetsk area	None	World Service Wire	2024-05-26	None	Battlegroup East | East Battlegroup | Defense Ministry 	Ukraine | Makarivka | Donetska Oblast | Democratic People’s Republic of Korea | Russian Federation | United States | Vladimirovka 	English	NGEC_coder-Vers001-b1-Run-001
20240526-2745-f2d25bccb370_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	military 	None	None	None	UAF	UAF	militant	militants	None	None	Israel	666	MIL	MIL	special force	Israeli forces	None	Rafaḩ	Rafaḩ	Rafah	Gaza Strip	PSE	31.29722	34.24357	281102	Rafah	PPLA2	Xinhua News Agency	2024-05-26	None	the International Court of Justice | Ynet | 460th Brigade | the Armored Corps ' 162nd Division | IDF | The Israel Defense Forces | 679th Brigade 	Jabālyā | Gaza Strip | Rafaḩ | State of Israel | Arab Republic of Egypt 	English	NGEC_coder-Vers001-b1-Run-001
20240526-3518-5dce0f7df34e_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	None	None; None	Ireland; Norway	205; 385	None; None	None; None	None; None	Ireland; Norway	None; None	None	None	None	None	None	None	None	None	Kingdom of Spain	None	None	None	ESP	40.0	-4.0	2510769	Spain	PCLI	Agence France Presse	2024-05-26	Jose Manuel Albares | Mustafa | Mohammed Mustafa 	None	Palestine | Ireland | Europe | Kingdom of Spain | State of Israel | Kingdom of Norway 	English	NGEC_coder-Vers001-b1-Run-001
20240526-3605-8e3342105b48_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	military | migration | terrorism 	None	Israel	666	None	None	None	Israeli	None	None	None	None	NON	NON	sunday	Sunday	None	None	None	None	None	None	None	None	None	Gaza Strip	None	Xinhua News Agency	2024-05-26	None	UNRWA | Hamas | the United Nations Relief and Works Agency for Palestine Refugees 	Gaza Strip | State of Israel 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4236-861f2e51035c_RETREAT	2024-05-26	RETREAT	None	6.50	MATERIAL COOPERATION	military 	None	Russia	365	MIL	MIL	troop	Russian troops	None	None	None	None	None	None	None	None	None	Kharkiv	Kharkiv	None	Kharkiv	UKR	49.98081	36.25272	706483	Kharkov region	PPLA	Interfax: Russia & CIS General Newswire	2024-05-26	None	the Russian Defense Ministry 	Kharkiv 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4300-61c84456dfad_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	diplomatic 	None	Saudi Arabia	670	None	None	None	Saudi Arabia	None	None	None	None	NON	NON	sunday	Sunday	None	Syrian Arab Republic	None	None	None	SYR	35.0	38.0	163843	Syria	PCLI	Reuters News	2024-05-26	Bashar al - Assad | Toby Chopra | Andrew Mills | Tala Ramadan | Faisal Al - Mujfel 	SPA 	Syrian Arab Republic | Kingdom of Saudi Arabia | Riyadh | Damascus 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4300-61c84456dfad_SANCTION	2024-05-26	SANCTION	None	-6.00	MATERIAL CONFLICT	diplomatic 	None	Saudi Arabia	670	None	None	None	Saudi Arabia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None		None	Reuters News	2024-05-26	Bashar al - Assad | Toby Chopra | Andrew Mills | Tala Ramadan | Faisal Al - Mujfel 	SPA 	Syrian Arab Republic | Kingdom of Saudi Arabia | Riyadh | Damascus 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4925-452af0796347_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	human_rights | terrorism 	None	Saudi Arabia	670	None	None	None	Saudi Arabia	None	Houthi movement	Iran	630	REB	REB	armed separatist movement	Iran - aligned Houthis	Houthi movement	None	None	None	None	None	None	None	None		None	Reuters News	2024-05-26	Antony Blinken | Jamal Khashoggi | Biden 	Washington Post | the Financial Times | State 	Republic of Yemen | United States Virgin Islands | Washington | United States | Kingdom of Saudi Arabia | State of Israel | Islamic Republic of Iran | Riyadh 	English	NGEC_coder-Vers001-b1-Run-001
20240526-8701-91ee85aa53a6_ACCUSE	2024-05-26	ACCUSE	None	-3.00	VERBAL CONFLICT	diplomatic | migration | disasters 	Zionist entity	Israel	666	None	None	No code identified, but country found	Zionist entity	Zionist entity	None	United Nations	None	None	None	None	UNRWA	None	Rome	Rome	Città metropolitana di Roma Capitale	Lazio	ITA	41.89193	12.51133	3169070	Rome	PPLC	L'Expression	2024-05-26	Antonio Tajani | Mustapha | Tajani | Mohammad Mustapha 	UNRWA | UN 	Gaza Strip | Italian Republic | Rome 	French	NGEC_coder-Vers001-b1-Run-001
20240526-9131-a7aad2c037bd_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	None	None	Croatia	344	None	None	None	Croatia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None		None	HINA	2024-05-26	Gordan Grlić Radman | Zukan Helez 	UN | the Bosniak Genocide Victims Association 	Republic of Croatia | Bosnia and Herzegovina | Sarajevo | Serbia 	English	NGEC_coder-Vers001-b1-Run-001
20240526-9488-24758de966e1_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	military | terrorism 	None	None	None	None	None	None	Qassam Brigades	None	Tel Aviv	Israel	666	CVL	CVL	city	Tel Aviv	Tel Aviv	None	None	None	None	None	None	None	None	central Israel	None	香港01网 (简体)	2024-05-26	None	Al Mayadeen | The Al - Qassam Brigades | Gaza Notifications | Red David Shield | X | The Qassam Brigades | Hamas 	Gaza Strip | Tel Aviv | Lebanon | State of Israel | Tel Aviv District 	Chinese	NGEC_coder-Vers001-b1-Run-001
20240526-9631-f2e34b2ababf_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	None	Li Qiang	China	710	ELI	ELI	previously held a GOV role, so coded as ELI.	Chinese Premier Li Qiang	Li Qiang	None	None	None	None	None	None	None	None	Seoul	Seoul	None	Seoul	KOR	37.566	126.9784	1835848	Seoul	PPLC	香港01网 (简体)	2024-05-26	Li Qiang | Lee Jae - hyun 	Xinhua News Agency | Samsung | Samsung Group 	Republic of Korea | Seoul | People’s Republic of China 	Chinese	NGEC_coder-Vers001-b1-Run-001
20240526-0245-696a8b3cb2c5_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	None	None	None	None	None	None	None	200 aid trucks	None	None	Palestinian Territories	None	None	None	None	Palestinians	None	Gaza Strip	None	None	Gaza Strip	PSE	31.41667	34.33333	281132	Gaza	ADM1	Al Jazeera English	2024-05-26	Hani Mahmoud | Mahmoud 	Al Jazeera ’s | Al - Qahera TV | X 	Gaza Strip | State of Israel | Khān Yūnis | Republic of Cameroon | Arab Republic of Egypt | Republic of Korea 	English	NGEC_coder-Vers001-b1-Run-001
20240526-0642-a697fd72c38d_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	military | terrorism 	Izz ad-Din al-Qassam Brigades	Palestinian Territories	None	REB	REB	militant wing	Hamas military wing	Izz ad-Din al-Qassam Brigades	None	Israel	666	MIL	MIL	soldier	Israeli soldiers	None	Tel Aviv	Tel Aviv	None	Tel Aviv	ISR	32.08088	34.78057	293397	Tel Aviv	PPLA	Al Jazeera English	2024-05-26	None	Hamas | Red Crescent | the Qassam Brigades 	Gaza Strip | Tel Aviv | Jerusalem | State of Israel | Arab Republic of Egypt 	English	NGEC_coder-Vers001-b1-Run-001
20240526-0751-809dbad17df2_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	None	None	Russia	365	MIL	MIL	special force	Russian forces	None	None	None	None	NON	NON	thursday	yesterday	None	Ukraine	None	None	None	UKR	49.0	32.0	690791	Ukraine	PCLI	News from Ukraine	2024-05-26	None	None	Ukraine 	English	NGEC_coder-Vers001-b1-Run-001
20240526-0942-9f617a840521_REQUEST	2024-05-26	REQUEST	None	0.00	VERBAL CONFLICT	military | diplomatic 	Fumio Kishida	Japan	740	GOV	GOV	prime minister	Japan 's Prime Minister Fumio Kishida	Fumio Kishida	Li Qiang	China	710	ELI	ELI	previously held a GOV role, so coded as ELI.	China 's Premier Li Qiang	Li Qiang	Seoul	Seoul	None	Seoul	KOR	37.566	126.9784	1835848	Seoul	PPLC	Kyodo News	2024-05-26	Li Qiang | Fumio Kishida | Kishida | Li | Yoon Suk Yeol 	None	Taiwan | Seoul | Fukushima | People’s Republic of China | Tokyo | Beijing | Japan 	English	NGEC_coder-Vers001-b1-Run-001
20240526-1599-3896664a89f4_ACCUSE	2024-05-26	ACCUSE	None	-3.00	VERBAL CONFLICT	military | election 	None	None	None	CVL	CVL | OPP	opposition leader	Opposition leaders	None	Azali Assoumani	Comoros	581	GOV	GOV	president of the country	Azali Assoumani	Azali Assoumani	Union of the Comoros	None	None	None	COM	-12.23333	44.44553	921929	Comoros	PCLI	Reuters News	2024-05-26	Azali Assoumani 	None	Republic of France | Republic of Mozambique | Union of the Comoros | Mayotte 	English	NGEC_coder-Vers001-b1-Run-001
20240526-1916-aa274cc7c078_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	military 	None	Ukraine	369	UAF	UAF	armed force	Ukrainian Armed Forces	None	None	Russia	365	None	None	None	Russia	None	Ukraine	None	None	None	UKR	49.0	32.0	690791	Ukraine	PCLI	РБК-Украина	2024-05-26	Alexander Pavlyuk 	the Ukrainian Armed Forces | RBC - Ukraine | Telegram | the Ground Forces 	Ukraine | Russian Federation 	Russian	NGEC_coder-Vers001-b1-Run-001
20240526-2286-016032086818_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	military 	None	None	None	UAF	UAF	enemy combatant	enemy	None	None	Russia	365	UNK	UNK	occupiers	Russian occupiers	None	None	None	None	None	None	None	None	None	Kharkov direction	None	РБК-Украина	2024-05-26	None	RBC - Ukraine | the General Staff of the Armed Forces of Ukraine 	Ternova | Kupiansk | Vovchansk | Kharkiv | Kramatorsk | Lyptsi | Synkivka 	Russian	NGEC_coder-Vers001-b1-Run-001
20240526-2516-61fc878f18ff_RETREAT	2024-05-26	RETREAT	None	6.50	MATERIAL COOPERATION	military 	None	Ukraine	369	MIL	MIL	military	Ukrainian military	None	None	Russia	365	None	None	None	Russian	None	Kharkiv	Kharkiv	None	Kharkiv	UKR	49.98081	36.25272	706483	Kharkov	PPLA	РБК-Украина	2024-05-26	None	the Ukrainian Armed Forces | RBC - Ukraine | the Defense Forces | OSGV 	Lyptsi | Kharkiv | Vovchansk 	Russian	NGEC_coder-Vers001-b1-Run-001
20240526-2664-fc8e148956c5_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	None	None	Russia	365	UNK	UNK	occupiers	Russian occupiers	None	None	None	None	None	None	None	Epicenter hypermarket	None	Kharkiv	Kharkiv	None	Kharkiv	UKR	49.98081	36.25272	706483	Kharkov	PPLA	РБК-Украина	2024-05-26	Sinegubov | Oleg Sinegubov 	RBC - Ukraine | the Kharkov OVA 	Ukraine | Kharkiv | Russian Federation 	Russian	NGEC_coder-Vers001-b1-Run-001
20240526-2881-2408f169e345_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	diplomatic 	None	Saudi Arabia	670	None	None	None	Saudi Arabia appointed Faisal Al - Mujfel	None	None	None	None	None	None	None	Faisal Al - Mujfel	None	Syrian Arab Republic	None	None	None	SYR	35.0	38.0	163843	Syria	PCLI	Reuters News	2024-05-26	Tala Ramadan | Andrew Mills | Toby Chopra | Faisal Al - Mujfel 	None	Syrian Arab Republic | Kingdom of Saudi Arabia | Damascus 	English	NGEC_coder-Vers001-b1-Run-001
20240526-2961-92188f2bd45f_ASSAULT	2024-05-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	military | intelligence 	None	Russia	365	MIL	MIL	army	Russian army	None	None	None	None	None	None	None	None	None	Vovchansk	Vovchansk	None	Kharkiv	UKR	50.29078	36.94108	689304	Volchansk	PPLA2	РБК-Украина	2024-05-26	Vladimir Putin 	the Ukrainian Armed Forces | RBC - Ukraine | the British Ministry of Defense 	Ukraine | Russian Federation | Vovchansk | Kharkiv | Lyptsi 	Russian	NGEC_coder-Vers001-b1-Run-001
20240526-3235-df0bd5350110_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	diplomatic 	Li Qiang	China	710	ELI	ELI	previously held a GOV role, so coded as ELI.	Chinese Premier Li Qiang	Li Qiang	None	South Korea	732	None	None	None	South Korea	None	None	None	None	None	None	None	None	None		None	Xinhua News Agency	2024-05-26	Li Qiang | Yoon Suk - yeol | Li 	None	Japan | Republic of Korea | People’s Republic of China 	English	NGEC_coder-Vers001-b1-Run-001
20240526-3738-89987e4b9fe5_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	None	Abdullah II of Jordan	Jordan	663	GOV	GOV	king	King Abdullah II	Abdullah II of Jordan	Gaza Strip	None	None	NON	NON	western countries	Gaza Strip	Gaza Strip	None	None	None	None	None	None	None	None	Sunday	None	Addustour	2024-05-26	Abdullah II | Lindsay Hoyle | Al - Dustour 	the House of Commons | the British Parliament 	Gaza Strip 	Arabic	NGEC_coder-Vers001-b1-Run-001
20240526-3818-ca0275e44d1e_COERCE_arrest	2024-05-26	COERCE	arrest	-7.00	MATERIAL CONFLICT	None	None	Lebanon	660	COP	COP	security force	Lebanon 's security forces	None	None	None	None	None	None	None	six people	None	None	None	None	None	None	None	None	None	Hamra Street in Beirut	None	Al-Bawaba News	2024-05-26	None	the Information Division | Al Jadeed News 	Beirut | Syrian Arab Republic | Lebanon 	English	NGEC_coder-Vers001-b1-Run-001
20240526-3818-ca0275e44d1e_ASSAULT_sexual	2024-05-26	ASSAULT	sexual	-8.50	MATERIAL CONFLICT	None	None	Iraq	645	CVL	CVL	individuals	Iraqi people	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Hamra Street in Beirut	None	Al-Bawaba News	2024-05-26	None	the Information Division | Al Jadeed News 	Beirut | Syrian Arab Republic | Lebanon 	English	NGEC_coder-Vers001-b1-Run-001
20240526-3939-e0c5d671f38f_REQUEST	2024-05-26	REQUEST	None	0.00	VERBAL CONFLICT	None	None	Bulgaria	355	CVL	CVL | OPP	democratic opposition leader	leaders of Continue the Change - Democratic Bulgaria	None	None	None	None	None	None	None	None	None	Karlovo	Karlovo	Obshtina Karlovo	Plovdiv	BGR	42.63333	24.8	730565	Karlovo	PPL	Bulgarian News Agency	2024-05-26	Nikolay Denkov | Asen Vassilev | Atanas Atanasov | Bogdan Bogdanov 	Continue the Change - Democratic Bulgaria | CC - DB 	Karlovo | Republic of Bulgaria 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4070-952c7800d120_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	None	None	China	710	None	None	None	China	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None		None	Xinhua News Agency	2024-05-26	Wang Yi | Almagro | Wang | Luis Almagro 	OAS | the Organization of American States | OA 	People’s Republic of China 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4186-f40dfa2063ef_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	diplomatic 	Fumio Kishida	Japan	740	GOV	GOV	prime minister	Japanese Prime Minister Fumio Kishida	Fumio Kishida	None	None	None	NON	NON	sunday	Sunday	None	None	None	None	None	None	None	None	None		None	Kyodo News	2024-05-26	Yoon | Fumio Kishida | Kishida | Yoon Suk Yeol 	None	Seoul | Democratic People’s Republic of Korea | People’s Republic of China | United States | Tokyo | Japan | Republic of Korea 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4360-e96bd29ffef2_ACCUSE	2024-05-26	ACCUSE	None	-3.00	VERBAL CONFLICT	None	N. Uttam Kumar Reddy	India	750	LEG	LEG	member of parliament	Uttam Kumar Reddy	N. Uttam Kumar Reddy	None; Bharatiya Janata Party	None; India	None; 750	None; PTY	None; PTY	None; political party	BRS; BJP	None; Bharatiya Janata Party	None	None	None	None	None	None	None	None	Telangana	None	Indo-Asian News Service	2024-05-26	Uttam Kumar Reddy | K. T. Rama Rao | Maheshwar Reddy | Rama Rao ’s 	Assembly | BRS | BJP | Congress 	None	English	NGEC_coder-Vers001-b1-Run-001
20240526-4360-e96bd29ffef2_COERCE_misinformation	2024-05-26	COERCE	misinformation	-6.50	MATERIAL CONFLICT	None	None; Bharatiya Janata Party	None; India	None; 750	None; PTY	None; PTY	None; political party	BRS; BJP	None; Bharatiya Janata Party	None	None	None	GOV	GOV	government	government	None	None	None	None	None	None	None	None	None	Telangana	None	Indo-Asian News Service	2024-05-26	Uttam Kumar Reddy | K. T. Rama Rao | Maheshwar Reddy | Rama Rao ’s 	Assembly | BRS | BJP | Congress 	None	English	NGEC_coder-Vers001-b1-Run-001
20240526-4503-960b1d8e9aa1_REQUEST	2024-05-26	REQUEST	None	0.00	VERBAL CONFLICT	military 	Rahul Gandhi	India	750	LEG	LEG	member of parliament	Rahul Gandhi	Rahul Gandhi	Narendra Modi	India	750	GOV	GOV	prime minister	Prime Minister Narender Modi	Narendra Modi	Sirmaur	None	Sirmaur	Himachal Pradesh	IND	30.75	77.5	1256073	Sirmaur district	ADM2	Indo-Asian News Service	2024-05-26	Narender Modi | Rahul Gandhi | Modi | Priyanka Gandhi | Priyanka | Gandhi 	Lok Sabha | Congress 	Sirmaur | Delhi | Shimla | Republic of India 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4503-960b1d8e9aa1_ACCUSE	2024-05-26	ACCUSE	None	-3.00	VERBAL CONFLICT	military 	Rahul Gandhi	India	750	LEG	LEG	member of parliament	Rahul Gandhi	Rahul Gandhi	Narendra Modi	India	750	GOV	GOV	prime minister	Prime Minister Narender Modi	Narendra Modi	None	None	None	None	None	None	None	None	Himachal Pradesh	None	Indo-Asian News Service	2024-05-26	Narender Modi | Rahul Gandhi | Modi | Priyanka Gandhi | Priyanka | Gandhi 	Lok Sabha | Congress 	Sirmaur | Delhi | Shimla | Republic of India 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4652-e16901d740cc_PROTEST_demo	2024-05-26	PROTEST	demo	-5.00	MATERIAL CONFLICT	None	None	Armenia	371	None	None	None	Armenians	None	None	None	None	GOV	GOV	government	government	None	None	None	None	None	None	None	None	None	Yerevan 's central Republic Square	None	Agence France Presse	2024-05-26	Pashinyan | Nikol Pashinyan | Bagrat Galstanyan 	AFP 	Yerevan | Republic of Armenia | Georgia | Baku | Republic of Azerbaijan | Caucasus Region | Tavushi Marz 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4652-e16901d740cc_COERCE	2024-05-26	COERCE	None	-7.00	MATERIAL CONFLICT	None	None	Armenia	371	None	None	None	Armenians	None	Nikol Pashinyan	Armenia	371	GOV	GOV	prime minister	Prime Minister Nikol Pashinyan	Nikol Pashinyan	None	None	None	None	None	None	None	None	Yerevan 's central Republic Square	None	Agence France Presse	2024-05-26	Pashinyan | Nikol Pashinyan | Bagrat Galstanyan 	AFP 	Yerevan | Republic of Armenia | Georgia | Baku | Republic of Azerbaijan | Caucasus Region | Tavushi Marz 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4791-e294d427743a_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	diplomatic 	None	Saudi Arabia	670	None	None	None	Saudi Arabia	None	None	None	None	NON	NON	sunday	Sunday	None	Syrian Arab Republic	None	None	None	SYR	35.0	38.0	163843	Syria	PCLI	Reuters News	2024-05-26	Bashar al - Assad | Toby Chopra | Andrew Mills | Tala Ramadan | Faisal Al - Mujfel 	SPA 	Syrian Arab Republic | Kingdom of Saudi Arabia | Riyadh | Damascus 	English	NGEC_coder-Vers001-b1-Run-001
20240526-4791-e294d427743a_SANCTION	2024-05-26	SANCTION	None	-6.00	MATERIAL CONFLICT	diplomatic 	None	Saudi Arabia	670	None	None	None	Saudi Arabia	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None		None	Reuters News	2024-05-26	Bashar al - Assad | Toby Chopra | Andrew Mills | Tala Ramadan | Faisal Al - Mujfel 	SPA 	Syrian Arab Republic | Kingdom of Saudi Arabia | Riyadh | Damascus 	English	NGEC_coder-Vers001-b1-Run-001
20240526-5375-eabe4ac218b3_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	military 	None; None	Japan; China	740; 710	None; None	None; None	None; None	Japan; China	None; None	None; None	Japan; China	740; 710	None; None	None; None	None; None	Japan; China	None; None	Seoul	Seoul	None	Seoul	KOR	37.566	126.9784	1835848	Seoul	PPLC	Reuters News	2024-05-26	Li Qiang | Fumio Kishida | Kishida | Li | Yoon Suk Yeol 	CCTV 	Taiwan | Seoul | People’s Republic of China | Beijing | Japan 	English	NGEC_coder-Vers001-b1-Run-001
20240526-5375-eabe4ac218b3_RETREAT	2024-05-26	RETREAT	None	6.50	MATERIAL COOPERATION	military 	None; None	Japan; China	740; 710	None; None	None; None	None; None	Japan; China	None; None	None	None	None	None	None	None	None	None	Seoul	Seoul	None	Seoul	KOR	37.566	126.9784	1835848	Seoul	PPLC	Reuters News	2024-05-26	Li Qiang | Fumio Kishida | Kishida | Li | Yoon Suk Yeol 	CCTV 	Taiwan | Seoul | People’s Republic of China | Beijing | Japan 	English	NGEC_coder-Vers001-b1-Run-001
20240526-5716-8918617b23a4_AID	2024-05-26	AID	NA	10.00	MATERIAL COOPERATION	diplomatic | disasters | environment 	None	Taiwan	None	CVL	CVL	individuals	People 's Republic of China	None	None	None	None	GOV	GOV	prime minister	Prime Minister , Brigadier ( Ret'd ) Mark Phillips	None	None	None	None	None	None	None	None	None	Guo Haiyan	None	Guyana Chronicle	2024-05-26	Phillips | Mark Phillips | Nazrul Hussain | Guo Haiyan 	the Office of the Prime Minister | the Civil Defence Commission | CDC 	Republic of Suriname | People’s Republic of China 	English	NGEC_coder-Vers001-b1-Run-001
